Breed,Age,Sex,Symptoms,ICD
래브라도 리트리버,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
골든 리트리버,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
진돗개,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
골든 리트리버,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
퍼그,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
삽살개,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
진돗개,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
진돗개,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
비숑 프리제,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,1,0,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
진돗개,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
비숑 프리제,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
요크셔 테리어,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
요크셔 테리어,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
스피츠,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,1,unknown,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
진돗개,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
진돗개,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
차우차우,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
슈나우저,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
요크셔 테리어,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
요크셔 테리어,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
요크셔 테리어,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,unknown,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
래브라도 리트리버,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
진돗개,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
비숑 프리제,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
코카시안 쉐퍼드 독,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
요크셔 테리어,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
웰시코기,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
닥스훈트,1,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
진돗개,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
폼피츠,1,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
아키타견,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
퍼그,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
닥스훈트,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포인터,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
프렌치 불독,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
진돗개,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
진돗개,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
보스턴 테리어,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
골든 리트리버,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
골든 리트리버,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
진돗개,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
보스턴 테리어,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
시베리안 허스키,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
말티즈,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
닥스훈트,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
알래스카 말라뮤트,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
닥스훈트,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
닥스훈트,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
사모예드,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
푸들,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
보더 콜리,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
포메라니안,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
비숑 프리제,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
치와와,2,M,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
믹스,2,F,외상,"외부 원인의 부상, 중독 또는 기타 다른 결과"
